Sale_ID,Customer_ID,Date,Car_Model,Region,Country,City,Units_Sold,Sale_Amount_USD,Color,Battery_Type,Delivery_Time_Days,Customer_Type,Dealer_Name
S0399,CUST0399,2025-03-30,Model S,North America,France,Paris,2,216000,White,Long Range,13,Corporate,"Jones, Diaz and Landry Tesla"
S0400,CUST0400,2023-04-29,Model 3,Europe,Japan,Tokyo,3,189000,Blue,Performance,7,Individual,Hunter Inc Tesla
S0401,CUST0401,2025-01-03,Model S,Asia,Japan,Osaka,2,216000,Black,Long Range,35,Corporate,"Foley, Harper and Waller Tesla"
S0402,CUST0402,2024-03-17,Model S,North America,France,Paris,2,180000,Red,Standard Range,20,Corporate,"Lucas, Reid and Hernandez Tesla"
S0403,CUST0403,2024-04-22,Cybertruck,Europe,Brazil,Rio de Janeiro,3,180000,White,Standard Range,41,Individual,Frederick LLC Tesla
S0404,CUST0404,2024-02-25,Model S,Asia,Germany,Hamburg,3,270000,Silver,Standard Range,47,Individual,"Brown, Adams and Gutierrez Tesla"
S0405,CUST0405,2024-02-20,Model 3,North America,UK,London,5,315000,Black,Performance,5,Corporate,"Bautista, Smith and Young Tesla"
S0406,CUST0406,2024-07-22,Model X,Europe,Canada,Ottawa,4,400000,Black,Standard Range,18,Corporate,"Rivera, Owens and Contreras Tesla"
S0407,CUST0407,2024-07-28,Cybertruck,Europe,France,Toulouse,4,288000,Black,Long Range,24,Individual,"Christensen, Torres and Taylor Tesla"
S0408,CUST0408,2024-01-27,Model X,North America,UK,Manchester,2,240000,Red,Long Range,26,Individual,Schneider-Snow Tesla
S0409,CUST0409,2023-12-02,Cybertruck,Asia,Australia,Adelaide,4,288000,Black,Long Range,37,Individual,"Brown, Brown and Medina Tesla"
S0410,CUST0410,2023-08-24,Model 3,Asia,China,Shenzhen,4,252000,Silver,Performance,55,Individual,Payne Inc Tesla
S0411,CUST0411,2025-01-25,Model X,North America,USA,Los Angeles,4,560000,Red,Performance,27,Corporate,"Mcpherson, Lee and Clay Tesla"
S0412,CUST0412,2023-11-18,Model X,Europe,France,Nice,2,200000,White,Standard Range,58,Individual,"Fischer, Gonzales and Johnson Tesla"
S0413,CUST0413,2025-04-22,Model 3,Europe,USA,San Francisco,5,225000,Silver,Standard Range,44,Corporate,Williams and Sons Tesla
S0414,CUST0414,2024-02-21,Model X,North America,India,Mumbai,2,200000,Blue,Standard Range,47,Corporate,Myers-Dean Tesla
S0415,CUST0415,2024-08-06,Cybertruck,Asia,UK,Liverpool,5,300000,White,Standard Range,44,Corporate,Jones Inc Tesla
S0416,CUST0416,2024-02-16,Model 3,North America,Brazil,Rio de Janeiro,4,216000,Red,Long Range,34,Corporate,Foster Group Tesla
S0417,CUST0417,2023-07-02,Model S,Europe,Brazil,Salvador,1,108000,Silver,Long Range,40,Corporate,Webb Ltd Tesla
S0418,CUST0418,2023-08-07,Model S,North America,France,Marseille,2,180000,Blue,Standard Range,26,Individual,Dixon LLC Tesla
S0419,CUST0419,2023-08-23,Model 3,Asia,Canada,Toronto,1,63000,White,Performance,43,Individual,"Cook, Smith and Smith Tesla"
S0420,CUST0420,2024-11-19,Model 3,North America,Japan,Sapporo,4,180000,White,Standard Range,10,Individual,"Spears, Coleman and Jackson Tesla"
S0421,CUST0421,2025-01-12,Model 3,Asia,India,Chennai,1,63000,Black,Performance,37,Individual,Mayo Inc Tesla
S0422,CUST0422,2024-02-02,Model 3,Europe,China,Beijing,4,252000,Red,Performance,9,Individual,Wagner Inc Tesla
S0423,CUST0423,2023-08-28,Model S,Europe,France,Nice,5,630000,White,Performance,22,Corporate,Jackson-Collins Tesla
S0424,CUST0424,2024-03-04,Model S,Europe,India,Delhi,2,216000,Red,Long Range,44,Corporate,"Wilson, Sosa and Jensen Tesla"
S0425,CUST0425,2025-01-15,Cybertruck,Europe,Japan,Nagoya,2,144000,Silver,Long Range,31,Corporate,Davis-Moore Tesla
S0426,CUST0426,2024-09-11,Cybertruck,North America,Australia,Brisbane,1,84000,Silver,Performance,19,Corporate,Roy-Walker Tesla
S0427,CUST0427,2024-05-03,Cybertruck,Europe,France,Toulouse,5,420000,White,Performance,31,Individual,Mcdaniel-Cox Tesla
S0428,CUST0428,2024-05-26,Model 3,Europe,Germany,Munich,1,54000,Black,Long Range,58,Corporate,"Li, Rubio and Chavez Tesla"
S0429,CUST0429,2023-10-18,Model 3,Asia,Germany,Berlin,3,189000,Silver,Performance,45,Individual,Trujillo and Sons Tesla
S0430,CUST0430,2024-06-29,Cybertruck,North America,Canada,Calgary,3,216000,White,Long Range,38,Corporate,Davis and Sons Tesla
S0431,CUST0431,2023-11-05,Model X,Asia,Japan,Yokohama,3,420000,White,Performance,17,Corporate,"Gonzalez, Smith and Huerta Tesla"
S0432,CUST0432,2023-05-31,Model S,North America,Germany,Munich,5,540000,Silver,Long Range,53,Corporate,"Smith, Martinez and Bradshaw Tesla"
S0433,CUST0433,2024-02-04,Cybertruck,Asia,China,Guangzhou,5,300000,Black,Standard Range,18,Individual,"Crawford, Oliver and Fernandez Tesla"
S0434,CUST0434,2024-12-06,Model X,Asia,China,Shanghai,3,360000,Black,Long Range,55,Corporate,Harris-Ortiz Tesla
S0435,CUST0435,2023-10-21,Cybertruck,Asia,China,Shenzhen,2,168000,Black,Performance,15,Corporate,Melendez Ltd Tesla
S0436,CUST0436,2024-09-04,Model X,North America,Germany,Frankfurt,1,120000,Silver,Long Range,18,Corporate,Briggs and Sons Tesla
S0437,CUST0437,2025-01-07,Model 3,North America,Canada,Montreal,5,225000,White,Standard Range,44,Corporate,Davies Ltd Tesla
S0438,CUST0438,2025-02-20,Model 3,Asia,France,Paris,1,45000,Silver,Standard Range,7,Corporate,Mcdowell Group Tesla
S0439,CUST0439,2024-10-28,Model 3,North America,Japan,Tokyo,5,225000,Blue,Standard Range,5,Corporate,Rowe Inc Tesla
S0440,CUST0440,2024-09-13,Cybertruck,Europe,Australia,Perth,3,180000,Red,Standard Range,40,Individual,Castillo Ltd Tesla
S0441,CUST0441,2025-02-27,Model S,Europe,Japan,Sapporo,2,180000,Black,Standard Range,30,Individual,Chan Ltd Tesla
S0442,CUST0442,2024-03-05,Cybertruck,North America,India,Delhi,3,180000,Red,Standard Range,40,Individual,"Cohen, Lee and Johnson Tesla"
S0443,CUST0443,2023-10-14,Model X,Europe,USA,Los Angeles,1,140000,Red,Performance,24,Individual,Lee-Murray Tesla
S0444,CUST0444,2023-09-27,Model S,Asia,Japan,Osaka,3,378000,Black,Performance,44,Individual,Wilson PLC Tesla
S0445,CUST0445,2024-09-12,Model 3,Asia,India,Hyderabad,4,180000,Blue,Standard Range,36,Corporate,Nguyen Group Tesla
S0446,CUST0446,2025-04-18,Model 3,Asia,Canada,Montreal,1,45000,White,Standard Range,26,Individual,Carter-Johnson Tesla
S0447,CUST0447,2025-04-19,Cybertruck,North America,France,Lyon,3,252000,Black,Performance,5,Individual,Garcia-Terry Tesla
S0448,CUST0448,2024-09-03,Model X,North America,Brazil,Salvador,3,420000,White,Performance,11,Individual,Young Inc Tesla
S0449,CUST0449,2023-10-10,Cybertruck,Asia,China,Shanghai,3,216000,Blue,Long Range,33,Corporate,Boone LLC Tesla
S0450,CUST0450,2024-06-24,Model 3,Asia,Brazil,Rio de Janeiro,4,180000,Red,Standard Range,37,Individual,"Rose, Olson and Hensley Tesla"
S0451,CUST0451,2025-04-17,Cybertruck,Asia,USA,New York,4,288000,Red,Long Range,27,Individual,"Charles, Williamson and Hayes Tesla"
S0452,CUST0452,2024-05-27,Model X,Europe,Germany,Berlin,4,560000,Blue,Performance,23,Individual,Walker-Harris Tesla
S0453,CUST0453,2024-03-17,Model 3,North America,USA,Los Angeles,2,126000,Blue,Performance,52,Corporate,"Hahn, Smith and Wilson Tesla"
S0454,CUST0454,2025-04-20,Model S,Europe,UK,London,5,540000,Blue,Long Range,18,Individual,Pacheco PLC Tesla
S0455,CUST0455,2023-12-16,Model 3,Europe,China,Guangzhou,5,225000,Silver,Standard Range,32,Corporate,"Cook, Brown and Stuart Tesla"
S0456,CUST0456,2023-10-02,Cybertruck,North America,UK,Manchester,2,120000,Red,Standard Range,7,Corporate,"Hayes, Tyler and Peterson Tesla"
S0457,CUST0457,2023-07-12,Model X,Asia,India,Delhi,4,400000,Red,Standard Range,27,Individual,Singleton Group Tesla
S0458,CUST0458,2023-07-04,Model X,Europe,Germany,Berlin,3,420000,White,Performance,49,Individual,"Cobb, Romero and Evans Tesla"
S0459,CUST0459,2024-01-24,Model S,North America,Brazil,Salvador,4,504000,Silver,Performance,49,Corporate,Crosby-Barnett Tesla
S0460,CUST0460,2025-02-08,Model S,North America,Australia,Adelaide,4,504000,Red,Performance,34,Corporate,Jimenez Group Tesla
S0461,CUST0461,2024-11-12,Model 3,North America,Germany,Munich,5,225000,White,Standard Range,14,Corporate,Moore PLC Tesla
S0462,CUST0462,2023-09-17,Model 3,Europe,Canada,Calgary,4,180000,Blue,Standard Range,45,Individual,Roberts-Caldwell Tesla
S0463,CUST0463,2024-07-07,Model X,North America,India,Hyderabad,3,420000,Red,Performance,19,Corporate,"Alexander, Watts and Spencer Tesla"
S0464,CUST0464,2024-05-08,Cybertruck,North America,Brazil,Salvador,1,84000,Red,Performance,18,Corporate,Hughes Group Tesla
S0465,CUST0465,2023-11-18,Model X,Europe,USA,Chicago,3,300000,Blue,Standard Range,8,Corporate,Stone LLC Tesla
S0466,CUST0466,2023-05-11,Model 3,Europe,Japan,Tokyo,2,108000,Black,Long Range,20,Corporate,Hall-Robertson Tesla
S0467,CUST0467,2023-09-16,Cybertruck,North America,France,Toulouse,4,240000,Red,Standard Range,17,Individual,Woods Inc Tesla
S0468,CUST0468,2024-10-18,Model 3,Europe,UK,Manchester,3,189000,Silver,Performance,21,Corporate,"Hill, Glover and Hill Tesla"
S0469,CUST0469,2023-08-15,Model X,North America,India,Chennai,1,100000,White,Standard Range,27,Corporate,Stanton-Blackwell Tesla
S0470,CUST0470,2024-10-08,Cybertruck,Europe,USA,Houston,5,420000,Silver,Performance,51,Individual,Mcdonald Inc Tesla
S0471,CUST0471,2023-11-06,Model S,Europe,Canada,Montreal,4,504000,Silver,Performance,40,Individual,Flowers-Hayes Tesla
S0472,CUST0472,2024-04-12,Model S,North America,India,Bangalore,2,216000,White,Long Range,34,Individual,Davis-Huber Tesla
S0473,CUST0473,2024-03-15,Model X,Europe,Japan,Nagoya,3,300000,Red,Standard Range,13,Corporate,Johnson-Heath Tesla
S0474,CUST0474,2024-03-12,Model S,North America,Germany,Cologne,2,180000,White,Standard Range,49,Corporate,"Hodges, Phelps and Mcdonald Tesla"
S0475,CUST0475,2024-02-26,Model X,Asia,India,Hyderabad,2,200000,Silver,Standard Range,15,Corporate,Rodriguez-Wallace Tesla
S0476,CUST0476,2023-08-11,Model 3,Asia,USA,San Francisco,5,315000,Silver,Performance,34,Individual,Hester Ltd Tesla
S0477,CUST0477,2024-04-06,Cybertruck,Asia,UK,London,3,216000,Blue,Long Range,11,Individual,Smith Group Tesla
S0478,CUST0478,2024-02-29,Model S,Asia,India,Bangalore,5,540000,Black,Long Range,48,Individual,Short-Phillips Tesla
S0479,CUST0479,2023-05-12,Model 3,Europe,Japan,Nagoya,5,315000,Silver,Performance,56,Corporate,"Taylor, Mendoza and Vasquez Tesla"
S0480,CUST0480,2024-05-27,Cybertruck,North America,Brazil,Fortaleza,4,240000,Blue,Standard Range,16,Corporate,Hall-Allen Tesla
S0481,CUST0481,2024-01-07,Model S,North America,Brazil,São Paulo,1,108000,Red,Long Range,33,Corporate,Sutton Ltd Tesla
S0482,CUST0482,2024-12-01,Model X,Europe,France,Nice,3,360000,White,Long Range,53,Corporate,Moss Group Tesla
S0483,CUST0483,2024-12-04,Model 3,North America,India,Bangalore,4,180000,Black,Standard Range,24,Individual,"Smith, Lam and Smith Tesla"
S0484,CUST0484,2024-08-14,Model 3,Asia,India,Delhi,5,315000,Red,Performance,36,Corporate,"Patel, Johnson and Nguyen Tesla"
S0485,CUST0485,2025-02-08,Model 3,Asia,UK,Liverpool,2,90000,Red,Standard Range,36,Individual,"Henry, Anderson and Shields Tesla"
S0486,CUST0486,2025-03-27,Cybertruck,North America,India,Chennai,3,216000,Blue,Long Range,44,Corporate,Powell LLC Tesla
S0487,CUST0487,2024-09-23,Model 3,Asia,USA,New York,4,252000,Black,Performance,60,Individual,"Fisher, Harrington and Burnett Tesla"
S0488,CUST0488,2024-04-25,Model X,Asia,France,Toulouse,3,420000,Black,Performance,11,Corporate,Jones PLC Tesla
S0489,CUST0489,2025-04-20,Model X,North America,China,Beijing,5,700000,White,Performance,14,Corporate,Horton-Mcclure Tesla
S0490,CUST0490,2023-07-22,Model 3,Asia,Canada,Toronto,5,270000,Silver,Long Range,37,Individual,"Nelson, Johnson and Reynolds Tesla"
S0491,CUST0491,2024-08-09,Model X,North America,USA,Houston,3,360000,Black,Long Range,56,Individual,"Huang, Pratt and Rivera Tesla"
S0492,CUST0492,2025-03-15,Model 3,Asia,UK,Liverpool,1,63000,Silver,Performance,5,Individual,"Jones, Smith and Nielsen Tesla"
S0493,CUST0493,2024-06-25,Cybertruck,Europe,Canada,Vancouver,1,84000,Blue,Performance,6,Corporate,Nelson LLC Tesla
S0494,CUST0494,2023-05-17,Model 3,Asia,USA,Chicago,5,225000,Silver,Standard Range,20,Individual,Wilson-Tyler Tesla
S0495,CUST0495,2023-05-09,Model X,North America,Japan,Nagoya,4,480000,Black,Long Range,5,Corporate,Moore Ltd Tesla
S0496,CUST0496,2024-07-24,Model 3,Europe,Australia,Melbourne,5,270000,Blue,Long Range,50,Individual,"Dickson, Swanson and Stephenson Tesla"
S0497,CUST0497,2024-10-13,Model X,North America,India,Mumbai,5,500000,Silver,Standard Range,28,Corporate,Howe-Levy Tesla
S0498,CUST0498,2023-12-27,Model 3,North America,UK,London,2,126000,Black,Performance,37,Corporate,"Smith, Johnson and Hawkins Tesla"
S0499,CUST0499,2024-05-09,Model 3,Asia,India,Delhi,1,63000,Red,Performance,10,Individual,Reed-Wheeler Tesla
S0500,CUST0500,2024-09-25,Model X,Asia,China,Shanghai,1,100000,Blue,Standard Range,19,Corporate,Valentine and Sons Tesla
S0501,CUST0501,2023-10-28,Model S,Asia,UK,Liverpool,1,90000,Silver,Standard Range,54,Individual,"Robinson, Hahn and Torres Tesla"
S0502,CUST0502,2025-01-31,Model X,Asia,India,Mumbai,1,100000,Blue,Standard Range,33,Individual,Gordon-Johnson Tesla
S0503,CUST0503,2023-06-28,Cybertruck,North America,France,Lyon,1,72000,Red,Long Range,31,Individual,Brown Inc Tesla
S0504,CUST0504,2023-10-11,Model 3,North America,Australia,Adelaide,1,54000,Black,Long Range,33,Corporate,Obrien Inc Tesla
S0505,CUST0505,2024-02-23,Model 3,Asia,UK,Leeds,1,45000,White,Standard Range,52,Individual,"Ortiz, Thompson and Alexander Tesla"
S0506,CUST0506,2023-06-23,Model 3,Europe,Australia,Perth,5,315000,Black,Performance,47,Corporate,Brown-Clayton Tesla
S0507,CUST0507,2024-11-24,Model 3,Europe,Canada,Montreal,2,108000,Blue,Long Range,60,Corporate,"Cortez, Greene and Tucker Tesla"
S0508,CUST0508,2025-03-30,Model X,North America,Brazil,Fortaleza,2,240000,Black,Long Range,24,Individual,Freeman-Martinez Tesla
S0509,CUST0509,2024-08-25,Model 3,North America,Australia,Adelaide,4,180000,White,Standard Range,13,Corporate,Harvey-Pruitt Tesla
S0510,CUST0510,2024-05-24,Model 3,North America,USA,San Francisco,5,270000,Blue,Long Range,55,Individual,Wong PLC Tesla
S0511,CUST0511,2025-04-20,Cybertruck,Europe,China,Beijing,3,252000,Red,Performance,50,Individual,Raymond-Johnson Tesla
S0512,CUST0512,2024-01-13,Model 3,Europe,Australia,Sydney,2,126000,Silver,Performance,45,Individual,Walker LLC Tesla
S0513,CUST0513,2023-10-27,Model X,North America,USA,Los Angeles,1,140000,Blue,Performance,7,Corporate,Duncan Group Tesla
S0514,CUST0514,2023-12-16,Model S,Asia,France,Paris,3,378000,Black,Performance,16,Individual,"Rowland, Brooks and Myers Tesla"
S0515,CUST0515,2025-04-15,Model 3,North America,France,Lyon,2,108000,White,Long Range,45,Individual,Rose LLC Tesla
S0516,CUST0516,2024-03-22,Model 3,Asia,France,Marseille,2,90000,Blue,Standard Range,60,Corporate,Cabrera-Dickson Tesla
S0517,CUST0517,2023-12-06,Model S,Europe,China,Shanghai,3,378000,Blue,Performance,43,Individual,Burnett-Mendoza Tesla
S0518,CUST0518,2024-04-28,Cybertruck,North America,Japan,Sapporo,2,144000,Red,Long Range,39,Individual,Delgado-Strong Tesla
S0519,CUST0519,2023-11-09,Model S,Europe,Germany,Munich,5,450000,Red,Standard Range,11,Corporate,Smith-Jones Tesla
S0520,CUST0520,2023-08-19,Model S,Asia,USA,Houston,1,126000,Red,Performance,47,Individual,"Holloway, Olsen and Spencer Tesla"
S0521,CUST0521,2024-06-14,Cybertruck,Europe,India,Delhi,4,240000,Red,Standard Range,45,Individual,Brewer-Warner Tesla
S0522,CUST0522,2023-07-22,Model S,Asia,China,Shenzhen,5,630000,Silver,Performance,9,Corporate,Perez LLC Tesla
S0523,CUST0523,2023-05-02,Model 3,Asia,Australia,Perth,1,54000,Black,Long Range,55,Individual,Aguilar-King Tesla
S0524,CUST0524,2023-11-05,Model S,North America,Brazil,São Paulo,1,90000,Blue,Standard Range,38,Corporate,"Duncan, Hill and Johnson Tesla"
S0525,CUST0525,2024-01-04,Model S,Europe,Germany,Munich,5,450000,White,Standard Range,27,Corporate,Murray Group Tesla
S0526,CUST0526,2023-10-14,Model X,North America,China,Beijing,3,420000,Silver,Performance,60,Corporate,Miller Ltd Tesla
S0527,CUST0527,2023-08-09,Model 3,Europe,USA,New York,3,162000,Silver,Long Range,13,Individual,Carlson-Rodriguez Tesla
S0528,CUST0528,2024-12-26,Model 3,Europe,USA,San Francisco,5,270000,Silver,Long Range,21,Corporate,Pruitt-Gamble Tesla
S0529,CUST0529,2023-08-28,Model S,Asia,Australia,Sydney,2,180000,White,Standard Range,18,Corporate,Martinez-Simmons Tesla
S0530,CUST0530,2024-08-23,Model X,Europe,USA,Houston,4,560000,White,Performance,24,Individual,"Lee, Hawkins and Kelly Tesla"
S0531,CUST0531,2024-02-14,Model 3,North America,USA,New York,4,252000,White,Performance,42,Individual,"Moore, Newton and Baird Tesla"
S0532,CUST0532,2024-10-25,Model S,Asia,Brazil,Rio de Janeiro,5,450000,Blue,Standard Range,60,Corporate,"Thompson, Powell and Gonzalez Tesla"
S0533,CUST0533,2025-02-05,Cybertruck,Asia,France,Lyon,5,300000,Red,Standard Range,34,Corporate,Jones LLC Tesla
S0534,CUST0534,2025-04-20,Model 3,Asia,USA,New York,2,108000,White,Long Range,57,Individual,"Johnson, Ray and Jones Tesla"
S0535,CUST0535,2024-04-30,Model S,Europe,Canada,Calgary,1,108000,Red,Long Range,35,Individual,Smith PLC Tesla
S0536,CUST0536,2024-05-29,Cybertruck,Asia,UK,Liverpool,2,144000,Black,Long Range,47,Corporate,Lewis-Daugherty Tesla
S0537,CUST0537,2024-11-24,Cybertruck,Asia,Germany,Frankfurt,2,120000,White,Standard Range,16,Individual,Ryan Group Tesla
S0538,CUST0538,2024-10-28,Model 3,Asia,Australia,Perth,2,90000,Red,Standard Range,13,Corporate,"Jones, Butler and Robbins Tesla"
S0539,CUST0539,2024-09-28,Model S,Asia,UK,London,5,540000,Silver,Long Range,28,Corporate,Ramos-Sanders Tesla
S0540,CUST0540,2024-06-08,Model X,Europe,Canada,Montreal,2,280000,Blue,Performance,15,Corporate,Jimenez-Jones Tesla
S0541,CUST0541,2023-07-16,Model S,Europe,USA,San Francisco,1,126000,Blue,Performance,50,Corporate,King-Alexander Tesla
S0542,CUST0542,2024-02-08,Model X,Europe,USA,New York,2,280000,Black,Performance,38,Corporate,Carney-Miles Tesla
S0543,CUST0543,2024-01-21,Cybertruck,North America,Canada,Montreal,5,420000,White,Performance,57,Individual,Zuniga PLC Tesla
S0544,CUST0544,2023-05-09,Model S,North America,USA,Houston,2,216000,Red,Long Range,50,Individual,"Schaefer, Curry and Smith Tesla"
S0545,CUST0545,2024-11-10,Cybertruck,Europe,Japan,Sapporo,1,84000,Red,Performance,40,Individual,Barrera Ltd Tesla
S0546,CUST0546,2025-03-11,Cybertruck,Asia,Japan,Osaka,3,180000,Black,Standard Range,16,Individual,Griffin-Peterson Tesla
S0547,CUST0547,2024-09-15,Cybertruck,North America,Australia,Brisbane,1,60000,Blue,Standard Range,17,Corporate,Garza-Jones Tesla
S0548,CUST0548,2025-03-25,Model S,Asia,Canada,Vancouver,5,450000,Black,Standard Range,29,Individual,Harris LLC Tesla
S0549,CUST0549,2024-04-25,Model S,Asia,India,Chennai,4,432000,Black,Long Range,19,Corporate,Ortega PLC Tesla
S0550,CUST0550,2025-02-04,Cybertruck,Europe,India,Chennai,2,144000,Black,Long Range,18,Individual,Thomas Group Tesla
S0551,CUST0551,2023-09-01,Model 3,Asia,UK,London,4,252000,Black,Performance,25,Individual,English-Miller Tesla
S0552,CUST0552,2024-11-14,Model X,Europe,Brazil,Fortaleza,4,560000,White,Performance,6,Corporate,Chang-Simpson Tesla
S0553,CUST0553,2024-11-15,Model S,Asia,Australia,Sydney,2,216000,Red,Long Range,37,Individual,Flores LLC Tesla
S0554,CUST0554,2024-06-09,Cybertruck,Europe,Japan,Nagoya,5,420000,Silver,Performance,44,Corporate,Miller Group Tesla
S0555,CUST0555,2024-09-24,Model 3,Asia,Australia,Brisbane,5,225000,Red,Standard Range,21,Corporate,"Thornton, Gonzales and Buckley Tesla"
S0556,CUST0556,2024-12-04,Model X,Asia,Canada,Calgary,4,400000,Black,Standard Range,42,Individual,Meza-Smith Tesla
S0557,CUST0557,2023-06-25,Cybertruck,Asia,Germany,Frankfurt,3,180000,Silver,Standard Range,39,Corporate,Carlson Group Tesla
S0558,CUST0558,2024-11-29,Model X,Asia,Australia,Brisbane,3,420000,White,Performance,23,Corporate,"Moreno, Lee and Smith Tesla"
S0559,CUST0559,2023-09-22,Cybertruck,Asia,China,Chengdu,2,120000,Black,Standard Range,33,Corporate,Vega PLC Tesla
S0560,CUST0560,2025-02-24,Model S,Asia,UK,Liverpool,2,216000,Blue,Long Range,22,Corporate,Patel-Nichols Tesla
S0561,CUST0561,2023-07-14,Cybertruck,Europe,UK,Leeds,2,168000,Black,Performance,37,Individual,"Juarez, Davidson and Allen Tesla"
S0562,CUST0562,2024-08-16,Model 3,North America,Japan,Nagoya,2,108000,Silver,Long Range,52,Individual,Young and Sons Tesla
S0563,CUST0563,2023-12-17,Model X,North America,USA,Los Angeles,3,420000,Silver,Performance,57,Corporate,Craig-Rivers Tesla
S0564,CUST0564,2023-06-13,Cybertruck,North America,UK,Manchester,1,72000,Blue,Long Range,13,Individual,Anderson and Sons Tesla
S0565,CUST0565,2023-10-23,Model 3,Europe,Germany,Frankfurt,1,63000,White,Performance,34,Corporate,Arnold and Sons Tesla
S0566,CUST0566,2024-07-07,Model S,Asia,Germany,Berlin,3,270000,Red,Standard Range,41,Individual,"Davis, Robertson and Gilmore Tesla"
S0567,CUST0567,2024-09-19,Model 3,North America,Japan,Osaka,2,126000,Blue,Performance,47,Corporate,"Moore, Campbell and Bailey Tesla"
S0568,CUST0568,2024-08-31,Cybertruck,North America,USA,Los Angeles,2,168000,Black,Performance,51,Individual,Farmer Group Tesla
S0569,CUST0569,2025-01-21,Model S,Asia,Brazil,São Paulo,5,540000,White,Long Range,46,Individual,Jimenez-Porter Tesla
S0570,CUST0570,2024-06-07,Model S,Asia,France,Paris,2,216000,Black,Long Range,15,Corporate,"Sanchez, Miller and Williams Tesla"
S0571,CUST0571,2024-07-27,Cybertruck,North America,Brazil,Fortaleza,1,60000,Red,Standard Range,25,Individual,Hurley Ltd Tesla
S0572,CUST0572,2025-03-29,Cybertruck,Europe,Brazil,Salvador,1,72000,Blue,Long Range,47,Individual,Ewing-King Tesla
S0573,CUST0573,2023-11-12,Model 3,Asia,UK,Manchester,5,315000,White,Performance,55,Individual,Garner-Torres Tesla
S0574,CUST0574,2024-08-02,Model X,North America,USA,Los Angeles,2,280000,Blue,Performance,30,Individual,Lopez-Watkins Tesla
S0575,CUST0575,2023-08-22,Cybertruck,North America,UK,Liverpool,3,252000,Black,Performance,26,Individual,Strickland Inc Tesla
S0576,CUST0576,2023-12-14,Model X,Europe,Japan,Yokohama,4,480000,Silver,Long Range,54,Corporate,"Robinson, Green and Moore Tesla"
S0577,CUST0577,2023-09-21,Model 3,North America,Brazil,São Paulo,4,180000,Black,Standard Range,5,Individual,Ibarra-Franklin Tesla
S0578,CUST0578,2023-07-29,Model 3,North America,India,Delhi,2,108000,Silver,Long Range,28,Corporate,Walker LLC Tesla
S0579,CUST0579,2023-11-15,Cybertruck,Europe,Canada,Calgary,4,288000,Black,Long Range,16,Corporate,"Wright, Lewis and Smith Tesla"
S0580,CUST0580,2024-10-25,Model 3,Europe,Japan,Sapporo,4,216000,Red,Long Range,40,Individual,Hardy PLC Tesla
S0581,CUST0581,2023-06-07,Model X,Asia,Canada,Calgary,3,360000,Blue,Long Range,52,Individual,Kelley LLC Tesla
S0582,CUST0582,2024-06-07,Model S,North America,USA,San Francisco,4,504000,Red,Performance,14,Individual,"Lee, Jackson and Parrish Tesla"
S0583,CUST0583,2023-05-23,Cybertruck,North America,India,Bangalore,5,360000,Red,Long Range,52,Corporate,Ingram Group Tesla
S0584,CUST0584,2024-11-17,Model 3,Europe,Canada,Ottawa,5,270000,Red,Long Range,21,Corporate,Duncan-Carpenter Tesla
S0585,CUST0585,2024-08-29,Model X,Asia,China,Shenzhen,2,280000,Red,Performance,30,Corporate,"Moreno, Fox and Baker Tesla"
S0586,CUST0586,2025-03-06,Model S,North America,Canada,Montreal,1,108000,Black,Long Range,22,Corporate,Rice PLC Tesla
S0587,CUST0587,2023-10-07,Model 3,North America,UK,Manchester,4,216000,White,Long Range,44,Corporate,Reyes-Rivera Tesla
S0588,CUST0588,2025-01-29,Model S,Europe,UK,Leeds,5,450000,Blue,Standard Range,11,Corporate,Jones-Winters Tesla
S0589,CUST0589,2025-02-02,Cybertruck,North America,Australia,Adelaide,2,120000,Blue,Standard Range,56,Corporate,"Paul, Smith and Vazquez Tesla"
S0590,CUST0590,2024-02-26,Cybertruck,North America,USA,Houston,1,60000,Black,Standard Range,6,Individual,Burke and Sons Tesla
S0591,CUST0591,2025-04-14,Model S,North America,Brazil,Fortaleza,3,324000,Silver,Long Range,6,Individual,Jimenez LLC Tesla
S0592,CUST0592,2023-08-11,Model 3,Asia,France,Nice,3,189000,Silver,Performance,37,Corporate,"Romero, Burke and Lee Tesla"
S0593,CUST0593,2025-03-16,Model S,Europe,USA,New York,3,378000,Black,Performance,27,Individual,Lowe Group Tesla
S0594,CUST0594,2024-06-20,Model X,North America,UK,Leeds,3,300000,Black,Standard Range,9,Individual,"Kent, Myers and Powers Tesla"
S0595,CUST0595,2024-02-14,Model S,Asia,France,Lyon,4,432000,Blue,Long Range,5,Corporate,Campbell Group Tesla
S0596,CUST0596,2024-09-24,Model S,North America,India,Mumbai,1,108000,Silver,Long Range,43,Corporate,"Bradley, Stone and Nunez Tesla"
S0597,CUST0597,2024-05-27,Model S,Europe,Brazil,Brasília,4,504000,Red,Performance,15,Corporate,Gill-Hill Tesla
S0598,CUST0598,2024-08-26,Model S,Europe,Brazil,São Paulo,3,270000,Red,Standard Range,52,Individual,Massey-Todd Tesla
S0599,CUST0599,2024-03-18,Cybertruck,Asia,China,Shanghai,1,84000,White,Performance,38,Corporate,"Scott, Brown and Schmitt Tesla"
S0600,CUST0600,2024-04-27,Model S,North America,India,Chennai,1,90000,Red,Standard Range,38,Individual,Frederick-Carey Tesla
